articleName,wordCount,NoOfEditors,NoOfRevisions,NoOfEditSessions,startTime,endTime,durationInHours,durationindays,subjectivity,readingScore,authority,totalRefs,NoOfValidUrlRefs,totalUrlRefs,verifiability,vandalisim,volatility,Speed1 (Edit sessions),Speed2 (No of days),Speed4 (No of edits),Speed5 (edits/edit sessions),Speed6 (edits/durationindays),Speed8(Edit sessions/durationindays)
Bluegrass music,3132,1111,2097,1521,2002-07-05T16:57:59Z,2019-02-19T16:24:44Z,145751.44583333300,6072.97690972221,0.4167942759632130,13.96,0.0028735632183908000,9,6,7,0.8571428571428570,213,0.10157367668097300,2.05917159763314,0.515727302533621,1.49356223175966,1.37869822485207,0.345300176696361,0.345300176696361
Carbon Tracker Initiative,1557,20,81,33,2016-08-31T15:56:56Z,2018-06-22T00:21:37Z,15824.41138888890,659.35047453704,0.3558246558246560,-129.18,0.007707129094412330,12,9,12,0.75,0,0.0,47.1818181818182,2.36141484707848,19.2222222222222,2.45454545454545,0.122848171235296,0.122848171235296
AgustaWestland AW609,5167,136,455,347,2004-07-18T11:05:04Z,2019-02-21T03:13:51Z,127936.14638888900,5330.67276620371,0.35885186720293100,-146.53,0.017224695180956100,89,68,85,0.8,17,0.03736263736263740,14.8904899135447,0.96929603947153,11.356043956044,1.31123919308357,0.0853550799224978,0.0853550799224978
6th Arkansas Cavalry Battalion,1229,11,15,14,2011-09-21T22:30:43Z,2018-10-10T13:44:47Z,61815.234444444400,2575.634768518520,0.21991685563114100,18.28,0.0,0,0,0,1,0,0.0,87.7857142857143,0.477163926742187,81.9333333333333,1.07142857142857,0.00582380707984768,0.00582380707984768
Biosafety,2454,103,158,125,2002-03-21T10:17:27Z,2019-02-19T05:51:59Z,148291.57555555600,6178.81564814817,0.37076884147028000,-97.34,0.01426242868785660,35,20,35,0.5714285714285710,8,0.05063291139240510,19.632,0.397163492122553,15.5316455696203,1.264,0.0255712435840926,0.0255712435840926
Emilio Carranza,2868,92,234,115,2004-05-22T04:14:44Z,2018-11-07T20:02:24Z,126783.79444444400,5282.65810185183,0.30484663710273400,15.31,0.0048814504881450500,14,7,11,0.6363636363636360,5,0.021367521367521400,24.9391304347826,0.542908502633291,12.2564102564103,2.03478260869565,0.0442958820140133,0.0442958820140133
Chinle Franciscan Mission Historic District,1433,9,47,18,2017-01-18T01:32:48Z,2018-11-08T00:07:22Z,15814.576111111100,658.940671296296,0.33030276108634300,38.39,0.0034891835310537300,5,4,4,1.0,0,0.0,79.6111111111111,2.17470261348558,30.4893617021277,2.61111111111111,0.0713266035127861,0.0713266035127861
Arkansas River,3108,436,895,657,2003-07-14T18:51:37Z,2019-03-02T12:42:29Z,137033.8477777780,5709.7436574074,0.3856498110475390,-16.27,0.0074002574002574000,23,7,13,0.5384615384615380,87,0.09720670391061450,4.73059360730594,0.544332668239475,3.47262569832402,1.36225266362253,0.15674959397501,0.15674959397501
Arching or compressive membrane action in reinforced concrete slabs,1973,15,108,28,2013-01-29T16:49:27Z,2019-02-04T21:57:01Z,52733.12611111110,2197.21358796296,0.3168324653350030,-20.33,0.0,0,0,0,1,2,0.018518518518518500,70.4642857142857,0.897955488173169,18.2685185185185,3.85714285714286,0.0491531640763823,0.0491531640763823
Airbus A330neo,5874,357,1200,806,2014-07-16T13:41:32Z,2019-03-01T15:37:58Z,40537.94055555560,1689.08085648148,0.4054553694525840,-111.85,0.018896833503575100,111,48,110,0.43636363636363600,173,0.14416666666666700,7.287841191067,3.4776310307821,4.895,1.48883374689826,0.710445562978978,0.710445562978978
2004 in Ghana,181,8,9,8,2011-05-19T19:17:11Z,2017-09-02T23:50:21Z,55156.552777777800,2298.189699074080,0.5227840341476710,-39.0,0.0055248618784530400,1,1,1,1.0,0,0.0,22.625,0.0787576413178265,20.1111111111111,1.125,0.00391612581138364,0.00391612581138364
"All Saints Church, Leamington Spa",712,60,139,89,2008-03-14T00:36:22Z,2018-10-12T13:28:01Z,92748.86083333330,3864.53586805555,0.36249323593073600,-4.02,0.0028089887640449400,2,0,2,0.0,5,0.03597122302158270,8,0.184239459616723,5.12230215827338,1.56179775280899,0.0359680967510176,0.0359680967510176
African Union,10638,1439,3160,2224,2002-07-08T15:04:44Z,2019-03-07T13:12:30Z,146062.12944444400,6085.92206018517,0.22861577994747900,-44.89,0.012032336905433400,128,48,126,0.38095238095238100,214,0.06772151898734180,4.78327338129496,1.74796849101882,3.36645569620253,1.42086330935252,0.519231099043003,0.519231099043003
Architecture of Paris,14219,65,820,155,2013-07-08T15:53:56Z,2019-03-04T12:18:12Z,49556.404444444400,2064.850185185180,0.38747366003759400,1.68,0.001195583374358250,17,2,2,1.0,3,0.003658536585365850,91.7354838709677,6.88621387741252,17.340243902439,5.29032258064516,0.397123242104105,0.397123242104105
2003 in Ghana,160,7,8,7,2011-05-19T19:24:31Z,2017-09-02T23:50:02Z,55156.42527777780,2298.18438657408,0.5091476705113070,-29.87,0.00625,1,1,1,1.0,0,0.0,22.8571428571429,0.0696201753587375,20,1.14285714285714,0.00348100876793687,0.00348100876793687
Tlingit language,4700,223,425,322,2004-06-21T04:38:36Z,2019-01-10T15:15:47Z,127594.61972222200,5316.44248842592,0.35309508462917500,9.35,0.0010638297872340400,5,3,5,0.6,28,0.06588235294117650,14.5962732919255,0.884049815310156,11.0588235294118,1.31987577639752,0.0799406747886843,0.0799406747886843
2005 Central African general election,3289,31,377,123,2005-01-29T23:59:32Z,2018-11-27T05:12:38Z,121181.21833333300,5049.21743055554,0.26274770334176300,-30.0,0.0,0,0,0,1,1,0.002652519893899200,26.739837398374,0.65138807057436,8.72413793103448,3.0650406504065,0.0746650357575353,0.0746650357575353
May-lee Chai,972,13,38,20,2016-07-05T23:00:29Z,2019-01-20T18:17:12Z,22291.278611111100,928.803275462963,0.2524458874458880,-143.42,0.0257201646090535,25,9,22,0.4090909090909090,0,0.0,48.6,1.04650793734067,25.5789473684211,1.9,0.0409128617478861,0.0409128617478861
Authority control,3087,245,384,323,2005-01-18T01:08:36Z,2018-11-30T00:28:46Z,121535.33611111100,5063.97233796296,0.36901957325154800,-31.19,0.0051830255911888600,16,7,13,0.5384615384615380,54,0.140625,9.55727554179567,0.609600486333182,8.0390625,1.18885448916409,0.0758297981055853,0.0758297981055853
Ascension Island,5578,783,1408,1058,2002-02-25T15:51:15Z,2019-02-23T11:33:15Z,148963.7,6206.8,0.3705939134358420,-29.3,0.008246683399067770,46,16,43,0.37209302325581400,46,0.032670454545454500,5.27221172022684,0.898688740948299,3.96164772727273,1.33081285444234,0.226847211770384,0.226847211770384
Architecture of metropolitan Detroit,7426,157,1715,617,2006-12-31T18:05:44Z,2019-01-25T13:55:47Z,105787.83416666700,4407.82642361113,0.2992080767432880,4.85,0.006059789927282520,45,12,13,0.9230769230769230,7,0.004081632653061230,12.0356564019449,1.68473058744365,4.33002915451895,2.77957860615883,0.389080656809299,0.389080656809299
Gulf Cooperation Council,4552,1044,2059,1588,2003-05-04T04:12:45Z,2019-02-26T14:59:32Z,138658.7797222220,5777.4491550926,0.35063264221159000,-18.64,0.013840070298769800,63,40,62,0.6451612903225810,281,0.13647401651287000,2.86649874055416,0.787890966723195,2.21078193297717,1.29659949622166,0.356385654763414,0.356385654763414
Ash Wednesday bushfires,3021,450,910,617,2004-10-09T02:14:44Z,2019-02-18T02:30:12Z,125880.25777777800,5245.01074074075,0.4026793220963440,-12.72,0.010261502813637900,31,12,26,0.46153846153846200,142,0.15604395604395600,4.89627228525122,0.575975941580883,3.31978021978022,1.47487844408428,0.173498214776102,0.173498214776102
Olger Merkaj,708,9,52,33,2016-08-05T20:13:53Z,2019-01-01T15:34:15Z,21091.339444444400,878.805810185183,0.2231182795698920,-17.9,0.00423728813559322,3,2,3,0.6666666666666670,0,0.0,21.4545454545455,0.805638733602375,13.6153846153846,1.57575757575758,0.0591712064227733,0.0591712064227733
Araniko,2140,95,174,116,2004-12-29T13:59:26Z,2018-10-12T01:03:23Z,120827.06583333300,5034.46107638888,0.42255196847178000,47.76,0.0009345794392523370,2,2,2,1.0,4,0.022988505747126400,18.448275862069,0.425070323820038,12.2988505747126,1.5,0.034561792684433,0.034561792684433
Identity fusion,2294,19,90,43,2013-11-19T20:14:21Z,2019-02-21T13:59:42Z,46073.755833333300,1919.739826388890,0.42385675153471700,-24.46,0.017000871839581500,39,2,6,0.3333333333333330,0,0.0,53.3488372093023,1.19495359134946,25.4888888888889,2.09302325581395,0.0468813527556459,0.0468813527556459
Kalief Browder,3375,284,617,383,2015-06-08T20:06:44Z,2019-03-09T00:48:20Z,32860.693333333300,1369.195555555550,0.3862858624265470,8.34,0.012148148148148100,41,26,41,0.6341463414634150,55,0.08914100486223660,8.81201044386423,2.46495103369701,5.47001620745543,1.61096605744125,0.450629566752905,0.450629566752905
Glenn Curtiss,3605,349,866,608,2003-08-06T02:35:07Z,2018-12-10T14:24:49Z,134531.82833333300,5605.49284722221,0.37901467722184800,29.62,0.0,0,0,0,1,72,0.08314087759815240,5.92927631578947,0.643119186529058,4.16281755196305,1.42434210526316,0.154491321923485,0.154491321923485
Kyle Anderson (basketball),5669,155,482,345,2012-09-16T13:35:12Z,2019-01-19T18:40:56Z,55589.095555555600,2316.212314814820,0.4142210849695880,-101.54,0.016934203563238700,96,84,96,0.875,50,0.1037344398340250,16.431884057971,2.44753037696082,11.7614107883817,1.39710144927536,0.208098366853962,0.208098366853962
Hlynur Atlason,598,21,67,28,2014-12-19T19:05:25Z,2019-01-11T14:04:29Z,35610.984444444400,1483.791018518520,0.3958333333333330,-121.94,0.023411371237458200,14,9,13,0.6923076923076920,0,0.0,21.3571428571429,0.403021714336207,8.92537313432836,2.39285714285714,0.045154606790177,0.045154606790177
Handling Ships,795,30,41,30,2008-12-20T22:11:28Z,2018-09-09T14:51:35Z,85192.6686111111,3549.6945254630,0.3224607182940520,-91.32,0.013836477987421400,11,7,11,0.6363636363636360,1,0.024390243902439000,26.5,0.223962933795356,19.390243902439,1.36666666666667,0.0115502896674335,0.0115502896674335
Roy Chaplin,1497,31,147,65,2013-01-31T10:53:32Z,2018-09-17T02:56:48Z,49312.054444444400,2054.668935185180,0.3238272231240980,-14.89,0.014696058784235100,22,8,9,0.8888888888888890,5,0.034013605442176900,23.0307692307692,0.728584529782206,10.1836734693878,2.26153846153846,0.0715443726639841,0.0715443726639841
Canberra Airport,3778,405,1223,818,2004-10-20T10:20:19Z,2019-01-19T11:22:34Z,124897.0375,5204.0432,0.2800045714519400,-69.26,0.015352038115405000,58,39,58,0.6724137931034480,83,0.0678659035159444,4.61858190709046,0.725973984771256,3.08912510220769,1.49511002444988,0.235009577388895,0.235009577388895
Beta decay transition,1452,53,122,66,2012-07-13T22:43:24Z,2018-05-29T23:39:40Z,51504.93777777780,2146.03907407408,0.4663222376329170,-37.35,0.0,0,0,0,1,1,0.00819672131147541,22,0.676595322769914,11.9016393442623,1.84848484848485,0.0568489183043592,0.0568489183043592
Liga Federal,1133,77,183,103,2007-04-24T18:27:26Z,2019-02-01T05:05:06Z,103210.62777777800,4300.44282407408,0.24078431372549000,-9.91,0.00176522506619594,2,1,1,1.0,0,0.0,11,0.263461240237264,6.19125683060109,1.77669902912621,0.0425537572492669,0.0425537572492669
Adrian Goldsmith,1118,27,46,41,2009-01-11T06:29:53Z,2017-12-30T15:59:53Z,78609.5,3275.4,0.2577606585333860,5.87,0.004472271914132380,5,5,5,1.0,0,0.0,27.2682926829268,0.341332790566026,24.304347826087,1.1219512195122,0.014044104084112,0.014044104084112
Academic authorship,3352,114,258,169,2007-07-02T17:18:06Z,2019-02-23T23:41:05Z,102102.38305555600,4254.26596064817,0.33866544498446300,-8.25,0.010739856801909300,36,9,16,0.5625,3,0.011627906976744200,19.8343195266272,0.787915008371808,12.9922480620155,1.52662721893491,0.0606450095942501,0.0606450095942501
Tie Domi,1688,557,963,734,2003-07-18T00:57:55Z,2019-03-02T21:49:03Z,136964.85222222200,5706.86884259258,0.2856108268322010,13.28,0.0017772511848341200,3,1,3,0.3333333333333330,137,0.142263759086189,2.29972752043597,0.29578391348366,1.75285565939772,1.31198910081744,0.168744021732681,0.168744021732681
Abstral,8,18,54,22,2011-06-23T22:58:54Z,2017-06-11T10:19:41Z,52307.34638888890,2179.47276620370,0.0,43.39,0.0,0,0,0,1,0,0.0,0.363636363636364,0.00367061250961844,0.148148148148148,2.45454545454545,0.0247766344399244,0.0247766344399244
Biodynamic agriculture,3932,459,1374,907,2004-01-28T02:45:18Z,2019-02-21T14:44:01Z,132083.97861111100,5503.49910879629,0.39494683678894200,-40.97,0.01017293997965410,40,12,24,0.5,118,0.0858806404657933,4.33517089305402,0.714454553779331,2.86171761280932,1.5148842337376,0.249659348141608,0.249659348141608
Amargosa vole,1391,14,29,14,2013-12-07T00:11:24Z,2018-12-09T20:18:13Z,43892.11361111110,1828.83806712963,0.42329712554112600,14.83,0.0007189072609633360,1,0,0,1,0,0.0,99.3571428571429,0.760592216993373,47.9655172413793,2.07142857142857,0.0158570627554334,0.0158570627554334
Max Havelaar,1404,137,203,169,2003-11-11T13:39:37Z,2018-11-17T15:35:52Z,131641.9375,5485.0807,0.392851686128997,36.02,0.0,0,0,0,1,10,0.04926108374384240,8.30769230769231,0.255967062168163,6.91625615763547,1.20118343195266,0.0370094826354253,0.0370094826354253
"Arendal Airport, Rådhuskaien",353,5,6,5,2015-01-18T10:40:36Z,2017-05-04T20:33:21Z,20097.879166666700,837.411631944446,0.27424242424242400,-3.11,0.0084985835694051,3,1,1,1.0,0,0.0,70.6,0.421537015410622,58.8333333333333,1.2,0.00716493510612955,0.00716493510612955
International reactions to the Syrian Civil War,16243,266,798,515,2011-06-10T16:36:00Z,2019-02-21T12:04:12Z,67507.47,2812.81,0.32660681081370700,-66.85,0.01853105953333740,301,188,292,0.6438356164383560,48,0.06015037593984960,31.5398058252427,5.7746498276413,20.3546365914787,1.5495145631068,0.28370193698564,0.28370193698564
Battle of the Palaces,2171,36,62,45,2009-06-12T02:38:15Z,2019-03-04T12:33:15Z,85257.91666666670,3552.41319444445,0.3735807525807530,11.55,0.0,0,0,0,1,1,0.016129032258064500,48.2444444444444,0.611133863424217,35.0161290322581,1.37777777777778,0.017452924703962,0.017452924703962
James Boggs (activist),808,54,98,64,2006-01-08T19:20:22Z,2018-06-29T19:46:53Z,109320.44194444400,4555.01841435183,0.34262141967621400,-4.16,0.0,0,0,0,1,2,0.02040816326530610,12.625,0.177386769163035,8.24489795918367,1.53125,0.0215147319034374,0.0215147319034374
Salvator Cupcea,2406,13,99,32,2015-01-26T20:37:23Z,2019-02-05T14:22:15Z,35297.747777777800,1470.739490740740,0.29871704053522200,-13.8,0.0,0,0,0,1,4,0.04040404040404040,75.1875,1.63591174041857,24.3030303030303,3.09375,0.067313076600764,0.067313076600764
Algerian National Navy,3210,304,873,495,2006-02-05T23:42:49Z,2019-01-28T18:10:35Z,113754.46277777800,4739.76928240742,0.31475008888052400,-57.35,0.011214953271028000,36,18,32,0.5625,40,0.045819014891179800,6.48484848484848,0.677248154654815,3.67697594501718,1.76363636363636,0.184186180378085,0.184186180378085
Santa Cruz sheep,451,25,48,31,2008-02-02T06:31:36Z,2018-06-19T18:41:43Z,90972.1686111111,3790.5070254630,0.39608294930875600,-52.03,0.013303769401330400,6,2,5,0.4,0,0.0,14.5483870967742,0.118981444163111,9.39583333333333,1.54838709677419,0.0126632135694663,0.0126632135694663
2007–08 Kenyan crisis,9898,341,753,546,2008-01-02T11:52:31Z,2019-02-28T17:29:33Z,97805.61722222220,4075.23405092593,0.34584116038031200,-38.57,0.008284501919579710,82,39,81,0.48148148148148100,26,0.034528552456839300,18.1282051282051,2.42881755411105,13.1447543160691,1.37912087912088,0.184774663391152,0.184774663391152
Apache Ignite,1297,17,91,31,2017-10-06T04:31:15Z,2019-01-10T11:32:03Z,11071.013333333300,461.292222222221,0.508501400560224,-10.28,0.017733230531996900,23,16,23,0.6956521739130440,0,0.0,41.8387096774194,2.81166674294194,14.2527472527473,2.93548387096774,0.197271914886443,0.197271914886443
Pea Ridge Confederate order of battle,1775,32,96,57,2006-03-24T03:27:58Z,2019-03-02T03:29:23Z,113424.02361111100,4726.00098379629,0.24086709310589900,11.82,0.0016901408450704200,3,0,0,1,1,0.010416666666666700,31.140350877193,0.375581809247569,18.4895833333333,1.68421052631579,0.0203131570071924,0.0203131570071924
Anosy mouse lemur,534,10,16,15,2013-03-28T22:30:00Z,2018-09-24T20:12:29Z,48141.70805555560,2005.90450231482,0.3364983164983170,-62.76,0.003745318352059930,2,0,0,1,0,0.0,35.6,0.266214069206068,33.375,1.06666666666667,0.00797645151179229,0.00797645151179229
Sharecropping,3778,1198,2169,1576,2004-01-28T20:00:03Z,2019-03-05T20:34:43Z,132360.57777777800,5515.02407407408,0.36785543516312700,5.9,0.008470089994706190,32,7,19,0.3684210526315790,460,0.21207929921622900,2.39720812182741,0.685037807497566,1.74181650530198,1.37626903553299,0.393289307692488,0.393289307692488
7th Arkansas Infantry Regiment,3671,42,126,92,2011-01-15T02:59:44Z,2019-01-10T01:55:14Z,70006.925,2916.955,0.32305926762448500,14.97,0.0016344320348678800,6,1,6,0.16666666666666700,1,0.007936507936507940,39.9021739130435,1.25850406941885,29.1349206349206,1.3695652173913,0.043195726708465,0.043195726708465
Danny Glover,6302,1503,2474,1945,2003-11-16T01:27:20Z,2019-03-03T19:34:31Z,134082.1197222220,5586.7549884259,0.37424958168309200,-16.44,0.00904474769914313,57,39,55,0.7090909090909090,247,0.09983831851253030,3.2401028277635,1.1280251260447,2.54729183508488,1.2719794344473,0.442833094546903,0.442833094546903
Detasseling,1163,127,226,173,2005-02-16T04:00:11Z,2018-03-05T21:36:20Z,114377.6025,4765.7334,0.32483518862090300,18.32,0.0008598452278589850,1,0,0,1,28,0.12389380530973500,6.72254335260116,0.2440337914934,5.14601769911504,1.30635838150289,0.0474218717777373,0.0474218717777373
Arkansas Territorial Militia,13375,45,463,158,2010-11-02T21:36:01Z,2019-01-27T05:36:32Z,72176.00861111110,3007.33369212963,0.35076143813915600,25.66,0.0002990654205607480,4,1,2,0.5,1,0.0021598272138228900,84.6518987341772,4.44746122952806,28.8876889848812,2.93037974683544,0.153956975646467,0.153956975646467
7th Arkansas Infantry Battalion,1627,20,51,27,2012-06-14T19:31:17Z,2018-08-14T05:10:10Z,54033.64805555560,2251.40200231482,0.40221832622822700,-11.77,0.0,0,0,0,1,0,0.0,60.2592592592593,0.722660812385869,31.9019607843137,1.88888888888889,0.0226525515867728,0.0226525515867728
Richard John Cork,1035,36,85,45,2010-11-01T11:23:50Z,2018-07-14T21:37:51Z,67498.2336111111,2812.4264004630,0.2309804393137730,-0.53,0.012560386473430000,13,3,4,0.75,2,0.023529411764705900,23,0.368009630342549,12.1764705882353,1.88888888888889,0.0302230131199195,0.0302230131199195
Homestar Runner,4066,2416,4531,3416,2002-06-17T00:54:59Z,2019-03-02T23:51:27Z,146470.9411111110,6102.9558796296,0.47173426414205100,-2.29,0.007870142646335460,32,26,31,0.8387096774193550,458,0.1010814389759440,1.19028103044496,0.666234539491174,0.89737364820128,1.32640515222482,0.742427127012914,0.742427127012914
Northwest Airlines Flight 85,1501,86,191,133,2012-12-23T16:24:03Z,2018-12-16T09:39:02Z,52409.24972222220,2183.71873842593,0.37054524840239100,-32.18,0.005329780146568950,8,7,7,1.0,14,0.07329842931937170,11.2857142857143,0.687359582343444,7.8586387434555,1.43609022556391,0.0874654765007314,0.0874654765007314
Totem pole,5031,1453,3009,2128,2002-08-20T21:30:15Z,2019-03-06T21:15:35Z,145007.75555555600,6041.98981481483,0.3396286853662130,-0.16,0.004969191015702640,25,7,10,0.7,743,0.24692588899966800,2.36419172932331,0.832672704555724,1.67198404785643,1.4140037593985,0.498014742199994,0.498014742199994
Here Come the Littles,1517,78,127,112,2004-08-15T16:30:14Z,2019-01-11T00:02:33Z,126271.53861111100,5261.31410879629,0.38818625309451000,-8.56,0.01120632827949900,17,6,12,0.5,6,0.047244094488189000,13.5446428571429,0.288331007925141,11.9448818897638,1.13392857142857,0.0241384561677607,0.0241384561677607
Bhadra Fort,2162,36,200,78,2013-01-15T21:27:11Z,2018-12-03T03:04:36Z,51533.623611111100,2147.234317129630,0.273307455886196,-15.76,0.013876040703052700,30,22,30,0.7333333333333330,4,0.02,27.7179487179487,1.00687660529295,10.81,2.56410256410256,0.0931430717199766,0.0931430717199766
Alexandra Palace,3822,580,1144,847,2003-09-14T21:50:30Z,2019-03-03T12:06:25Z,135566.26527777800,5648.59438657408,0.3591276096324950,-14.61,0.011512297226582900,44,22,37,0.5945945945945950,54,0.0472027972027972,4.51239669421488,0.67662850940127,3.34090909090909,1.35064935064935,0.202528261317387,0.202528261317387
William Baldwin (botanist),3083,51,85,64,2009-05-20T02:12:49Z,2018-10-10T21:51:09Z,82339.63888888890,3430.81828703704,0.38547829485329500,32.5,0.0003243593902043460,1,1,1,1.0,0,0.0,48.171875,0.898619437715127,36.2705882352941,1.328125,0.0247754304916594,0.0247754304916594
AgustaWestland AW109,4635,395,1026,658,2004-03-07T12:43:31Z,2019-02-20T19:18:23Z,131118.58111111100,5463.27421296296,0.33205132129374500,-51.86,0.008414239482200650,39,27,37,0.7297297297297300,53,0.05165692007797270,7.04407294832827,0.848392341171952,4.51754385964912,1.55927051671733,0.187799469696316,0.187799469696316
Banff International Research Station,867,19,104,28,2013-04-18T20:55:16Z,2019-01-03T05:23:17Z,50048.466944444400,2085.352789351850,0.25650234741784000,-117.14,0.01384083044982700,12,6,12,0.5,0,0.0,30.9642857142857,0.415756990580703,8.33653846153846,3.71428571428571,0.0498716574629678,0.0498716574629678
"Nome, Alaska",4271,651,1130,837,2002-10-15T23:59:23Z,2019-03-07T14:49:46Z,143678.8397222220,5986.6183217593,0.370263735779724,8.37,0.005385155701240930,23,4,18,0.2222222222222220,103,0.09115044247787610,5.10274790919952,0.713424469449876,3.77964601769912,1.35005973715651,0.188754308236563,0.188754308236563
Carl Genian,1013,26,34,28,2013-06-15T21:28:10Z,2018-04-12T15:36:11Z,42282.13361111110,1761.75556712963,0.24104761904761900,-2.63,0.003948667324777890,4,3,4,0.75,0,0.0,36.1785714285714,0.574994635408161,29.7941176470588,1.21428571428571,0.0192989314944496,0.0192989314944496
Pubic hair,2657,2287,4263,3417,2002-12-06T12:30:39Z,2019-02-26T17:02:03Z,142228.52333333300,5926.18847222221,0.35777867373430500,-12.31,0.013925479864508800,37,24,27,0.8888888888888890,913,0.2141684259910860,0.777582674860989,0.448348886042714,0.623269997654234,1.24758560140474,0.719349379450542,0.719349379450542
Les Colquhoun,784,26,34,28,2009-11-01T13:16:35Z,2018-11-08T14:32:44Z,79057.26916666670,3294.05288194445,0.35435625485625500,-0.06,0.003826530612244900,3,1,2,0.5,1,0.029411764705882400,28,0.238004679371514,23.0588235294118,1.21428571428571,0.0103216315033565,0.0103216315033565
RAF Acaster Malbis,659,24,83,35,2010-05-19T22:02:11Z,2018-04-01T09:33:55Z,68963.52888888890,2873.48037037037,0.32119708994709000,-114.43,0.007587253414264040,5,1,4,0.25,0,0.0,18.8285714285714,0.229338612087007,7.93975903614458,2.37142857142857,0.0288848327818234,0.0288848327818234
Blackface,14320,1623,4511,2926,2002-09-23T05:38:04Z,2019-03-09T05:21:53Z,144263.73027777800,6010.98876157408,0.3647275790963820,-3.85,0.008868715083798880,127,52,102,0.5098039215686270,386,0.0855686100642873,4.89405331510595,2.38230357234108,3.17446242518289,1.5416951469583,0.750458897683701,0.750458897683701
Witching Culture,3408,22,94,36,2011-12-30T19:55:57Z,2019-02-25T03:37:14Z,62719.688055555600,2613.320335648150,0.4097792207792210,-6.25,0.006161971830985920,21,4,4,1.0,1,0.010638297872340400,94.6666666666667,1.30408811867098,36.2553191489362,2.61111111111111,0.0359695666534835,0.0359695666534835
Adelaide United FC,6289,1796,5240,3402,2004-12-08T23:16:46Z,2019-03-03T11:22:38Z,124740.09777777800,5197.50407407408,0.4171799132991600,-21.82,0.005724280489744000,36,27,33,0.8181818181818180,387,0.07385496183206110,1.84861845972957,1.21000386154009,1.20019083969466,1.54027042915932,1.00817621791542,1.00817621791542
Prehistoric Italy,2668,127,320,182,2008-02-12T15:10:11Z,2019-03-09T00:30:56Z,97017.34583333330,4042.38940972222,0.34364956556445900,-9.1,0.0022488755622188900,6,5,5,1.0,13,0.040625,14.6593406593407,0.660005687127341,8.3375,1.75824175824176,0.0791611019043287,0.0791611019043287
Domo TV,1262,54,89,66,2007-05-13T03:18:45Z,2018-12-10T20:41:38Z,101513.38138888900,4229.72422453704,0.31695600318049300,-50.01,0.01901743264659270,24,17,24,0.7083333333333330,6,0.06741573033707870,19.1212121212121,0.298364605587999,14.1797752808989,1.34848484848485,0.0210415609329096,0.0210415609329096
The Brothers Karamazov,5250,801,1321,992,2004-04-20T05:56:10Z,2019-02-24T12:01:53Z,130158.09527777800,5423.25396990742,0.41418015646296600,30.74,0.006666666666666670,35,21,31,0.6774193548387100,64,0.04844814534443600,5.29233870967742,0.968053502404871,3.97426192278577,1.33165322580645,0.243580700319397,0.243580700319397
Delta Sigma Theta,9742,723,2267,1316,2005-02-08T05:53:50Z,2019-02-28T19:45:39Z,123205.86361111100,5133.57765046296,0.32195580233819300,-6.93,0.006877437897762270,67,50,63,0.7936507936507940,146,0.06440229378032640,7.40273556231003,1.89770188810165,4.29730921923247,1.7226443768997,0.44160235889206,0.44160235889206
Battle of Columbia,1575,35,55,49,2005-03-17T20:56:15Z,2018-07-16T00:46:57Z,116835.845,4868.160,0.40508207070707100,48.84,0.0,0,0,0,1,0,0.0,32.1428571428571,0.323530847917435,28.6363636363636,1.12244897959184,0.0112979026256882,0.0112979026256882
Montgomery Place,2339,59,153,99,2007-09-06T08:51:24Z,2018-10-03T16:25:30Z,97087.56833333330,4045.31534722222,0.34174616590938900,20.96,0.00470286447199658,11,6,11,0.5454545454545450,0,0.0,23.6262626262626,0.578199670294211,15.2875816993464,1.54545454545455,0.0378215261030416,0.0378215261030416
1992 Los Angeles riots,11539,2841,5177,3852,2003-05-28T21:31:13Z,2019-03-08T05:22:55Z,138295.86166666700,5762.32756944446,0.3614846944852150,-3.55,0.011006153046191200,127,83,118,0.7033898305084750,620,0.11976047904191600,2.99558670820353,2.00248942132119,2.22889704462044,1.34397715472482,0.898421677283978,0.898421677283978
"4th Regiment, Arkansas State Troops",1589,29,69,47,2011-01-15T05:10:10Z,2019-03-06T15:07:57Z,71337.96305555560,2972.41512731482,0.2521338176510590,15.88,0.0012586532410321000,2,1,2,0.5,0,0.0,33.8085106382979,0.534582126634327,23.0289855072464,1.46808510638298,0.0232134466568713,0.0232134466568713
Barney M. Giles,1599,36,71,66,2009-06-06T19:33:32Z,2018-07-14T11:23:31Z,79791.83305555560,3324.65971064815,0.32029690435350800,24.75,0.0025015634771732300,4,2,3,0.6666666666666670,1,0.014084507042253500,24.2272727272727,0.480951477493699,22.5211267605634,1.07575757575758,0.0213555690444356,0.0213555690444356
Jean de Forcade de Biaix,9698,35,626,144,2015-01-26T21:50:41Z,2018-10-06T06:20:12Z,32360.491944444400,1348.353831018520,0.3413545298957560,-15.86,0.0,0,0,0,1,1,0.001597444089456870,67.3472222222222,7.1924740946331,15.4920127795527,4.34722222222222,0.464269827102528,0.464269827102528
Cueball Carmichael,4496,62,95,76,2010-05-03T22:37:32Z,2019-01-05T17:33:17Z,76050.92916666670,3168.78871527778,0.29780139613472900,-15.53,0.014679715302491100,66,44,65,0.676923076923077,0,0.0,59.1578947368421,1.41883868063632,47.3263157894737,1.25,0.0299799098444063,0.0299799098444063
